Transaction Date,Local Authority Establishment,Benificiary (Merchant),Amount,Expenditure Purpose,Merchant Category
08/09/2014,WEST EXE TECHNOLOGY COLLEGE (00246772),WWW.ROYALMAIL.COM,136.00,Mail and Courier Services,Postal services
09/09/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon  Mktplce EU-UK,98.55,Books and Periodicals,Book stores
09/09/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,60.95,Books and Periodicals,Book stores
09/09/2014,DCC-RATCLIFFE SCH-C- 0503860 (00503860),Amazon  Mktplce EU-UK,12.05,Books and Periodicals,Book stores
09/09/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,6.04,Books and Periodicals,Book stores
09/09/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,2.81,Books and Periodicals,Book stores
09/09/2014,DCC-BASSETTS FARM PR 0487469 (00487469),Amazon EU,-4.79,Mail Order / Direct Selling,Direct sales companies
09/09/2014,WEST EXE TECHNOLOGY COLLEGE (00246772),Amazon EU,20.00,Mail Order / Direct Selling,Direct sales companies
09/09/2014,DCC COCKWOOD P.SCH-0479007 (00479007),WWW.TROPHYSTORE.CO.UK,17.45,General Retail and Wholesale,"Gift, card & novelty shops"
09/09/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),CO-OP GROUP 380572,5.70,General Retail and Wholesale,Grocery stores
09/09/2014,D C C - BIDEFORD COLLEGE (00247481),JS ONLINE GROCERY,108.41,General Retail and Wholesale,Grocery stores
09/09/2014,DCC - DAVEY COURT - C 0467695 (00467695),TESCO STORE 2487,107.56,General Retail and Wholesale,Grocery stores
09/09/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,15.50,General Retail and Wholesale,Grocery stores
09/09/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,4.30,General Retail and Wholesale,Grocery stores
09/09/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),TESCO STORES 6269,136.45,General Retail and Wholesale,Grocery stores
09/09/2014,DCC-HALDON VIEW-0485401 (00485401),PATTERSONS,21.47,General Retail and Wholesale,Hardware stores
09/09/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),HOMEBASE LTD 208,5.21,Building Materials,Timber & building supplies
10/09/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,6.21,Books and Periodicals,Book stores
10/09/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,229.97,Books and Periodicals,Book stores
10/09/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon  Mktplce EU-UK,14.80,Books and Periodicals,Book stores
10/09/2014,DCC ST HORRABRIDGE-C 0514361 (00514361),Amazon  Mktplce EU-UK,14.60,Books and Periodicals,Book stores
10/09/2014,DCC WEST HILL PRIMARY SCHOOL (00446997),Amazon  Mktplce EU-UK,1.99,Books and Periodicals,Book stores
10/09/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,4.50,Books and Periodicals,Book stores
10/09/2014,DEVON COUNTY COUNCIL- MARLAND (00245924),Amazon  Mktplce EU-UK,105.42,Books and Periodicals,Book stores
10/09/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,4.50,Mail Order / Direct Selling,Direct sales companies
10/09/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,11.29,Mail Order / Direct Selling,Direct sales companies
10/09/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,10.79,Mail Order / Direct Selling,Direct sales companies
10/09/2014,DCC COMM SERV'S DEVON-TIVERTON (00322820),Amazon EU,50.94,Mail Order / Direct Selling,Direct sales companies
10/09/2014,DCC KING EDWARD VI COMMUNITY C (00247596),Amazon EU,53.67,Mail Order / Direct Selling,Direct sales companies
10/09/2014,DCC-BASSETTS FARM PR 0487469 (00487469),Amazon EU,21.99,Mail Order / Direct Selling,Direct sales companies
10/09/2014,D C C - BIDEFORD COLLEGE (00247481),ARGOS RETAIL GROUP,151.91,General Retail and Wholesale,Discount stores
10/09/2014,WEST EXE TECHNOLOGY COLLEGE (00246772),JS ONLINE GROCERY,107.70,General Retail and Wholesale,Grocery stores
10/09/2014,DCC SWIMBRIDGE PRMRY SCHOOL-NO (00246956),TESCO STORE 2083,69.54,General Retail and Wholesale,Grocery stores
10/09/2014,DCC CHARLTON LODGE C0554043 (00554043),TESCO STORES 5138,64.40,General Retail and Wholesale,Grocery stores
10/09/2014,DCC WILLAND SCH-C 0509473 (00509473),TESCO STORES 5663,8.50,General Retail and Wholesale,Grocery stores
